Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
QMUVDUXI,journalArticle,2015,"Gregor, Margo A.; O’Brien, Karen M.",The Changing Face of Psychology,The Counseling Psychologist,,,10.1177/0011000015608949,,"Given the increasing number of women entering the field of psychology, this study investigated the degree to which achievement motivation, leader identity, career salience, and willingness to compromise career for partner and children were predictive of leadership aspirations generally and in the American Psychological Association. Data from 202 female graduate students in counseling and clinical doctoral programs indicated that leader identity, career salience, and willingness to compromise career for children predicted overall leadership aspirations. Achievement motivation, leader identity, and career salience also predicted plans to pursue leadership positions in the American Psychological Association. Graduate students nearing the end of their doctoral programs were more willing to compromise career for children and prioritize their partner than women early in their program. The implications of these findings for research, training, and counseling are discussed.",2015,4/17/25 8:31,4/17/25 8:31,,1090-1113,,8,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G8NX72TS,journalArticle,2006,"Friedman, Stewart D.",Learning to Lead in All Domains of Life,American Behavioral Scientist,,,10.1177/0002764206286389,,"A new vision of management in the 21st century must address how organization members align their core values with their actions. Recent trends have changed the landscape on which business leaders pursue interests of various stakeholders. To be successful in the 21st century, business leaders at all levels must possess three important capacities— authenticity, integrity, and creativity—and enact them at work, in their families, in their communities, and in their personal growth. Building these capacities requires innovative means for educating and developing leaders. This article discusses the author's approach to realizing this goal— total leadership—which aims to help participants increase business results by enriching lives, to learn to lead in new ways that integrate work, home, community, and self for mutual gain. This article reviews the principles and skills of total leadership and describes experiments undertaken by participants to produce changes in both their leadership identity and their performance in all life domains.",2006,4/17/25 8:31,4/17/25 8:31,,1270-1297,,9,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9L344SBQ,journalArticle,2011,"Bartel, Caroline A.","Alexander S. Haslam, Stephen D. Reicher, and Michael J. Platow: The New Psychology of Leadership: Identity, Influence and Power",Administrative Science Quarterly,,,10.1177/0001839212437539,,,2011,4/17/25 8:31,4/17/25 8:31,,477-479,,3,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X6QFHSQE,journalArticle,2023,"Bhalotra, Sonia; Clots-Figueras, Irma; Iyer, Lakshmi; Vecci, Joseph",Leader Identity and Coordination,The Review of Economics and Statistics,,,10.1162/rest_a_01040,,"Abstract                This paper examines policy effectiveness as a function of leader identity. We experimentally vary leader religious identity in a coordination game implemented in India and focus on citizen reactions to leader identity, controlling for leader actions. We find that minority leaders improve coordination, and majority leaders do not. Alternative treatment arms reveal that affirmative action for minorities reverses this result, while intergroup contact improves the effectiveness of leaders of both identities. We also find that minority leaders are less effective in towns with a history of intergroup conflict. Our results demonstrate that leader and policy effectiveness depend on citizen reactions, conditioned by social identity and past conflict.",2023,4/17/25 8:31,4/17/25 8:31,,175-189,,1,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAE5K2ZW,journalArticle,2015,"Day, David V.; Dragoni, Lisa",Leadership Development: An Outcome-Oriented Review Based on Time and Levels of Analyses,Annual Review of Organizational Psychology and Organizational Behavior,,,10.1146/annurev-orgpsych-032414-111328,,"Contemporary organizations face critical challenges associated with possessing and leveraging leadership capabilities. Researchers studying leadership development have responded to this practical imperative, although research on the topic is still in the early stages of scientific development. In assessing the state of the science in leadership development, we review an array of theoretical and research approaches with the goal of stimulating thoughtful intellectual discourse regarding fundamental questions, such as, what is leadership, and what is development. We highlight the breadth of this phenomenon by reviewing theory and research that has considered the development of leadership in individuals, dyads, and teams/organizations. Additionally, we describe a set of proximal and distal signs that indicate leadership may be developing, and we promote experiences, interventions, and interactions as factors that enhance the leadership development process.",2015,4/17/25 8:31,4/17/25 8:31,,133-156,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QQAPZ8ZK,journalArticle,2013,"Holt, Clare Alexina","“The New Psychology of Leadership: Identity, Influence and Power.” By S. A.Haslam, S. D.Reicher, and M. J.Platow. (E. Sussex, UK: Psychology Press).",Political Psychology,,,10.1111/pops.12046,,,2013,4/17/25 8:31,4/17/25 8:31,,462-464,,3,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6W75MIZ6,journalArticle,2023,"Waldman, David A.; Stephan, Ute; Song, Zhaoli; Erez, Miriam; Siegel, Donald",Organizational behavior and human resource management perspectives on entrepreneurship: Lessons learned and new directions,Personnel Psychology,,,10.1111/peps.12636,,"AbstractThis special issue of Personnel Psychology is devoted to micro‐based research on entrepreneurship, an emerging field that heretofore has been highly influenced by scholars in economics, strategy, and sociology. A theme of this special issue is that to further advance research on entrepreneurship, we need to develop a greater understanding of the role of individuals and teams in entrepreneurial activity from an OB/HR perspective. Accordingly, the goals of our overview article are twofold. First, we summarize the articles in the special issue, which address a number of important micro topics, including HRM practices in the entrepreneurial firm, leadership, identity, teams, well‐being, diversity/equity/inclusion, and careers and hiring. These articles are based on a variety of research methods and data sources from multiple nations. Second, we identify additional important topics for OB/HR scholars who are interested in conducting research on entrepreneurship. They include a global perspective, the bright versus dark side of entrepreneurship, entrepreneurship and STEM workers, and genetic and biological determinants. We conclude with a consideration of methodological and research design issues.",2023,4/17/25 8:31,4/17/25 8:31,,22-Mar,,1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWPNMGVL,journalArticle,2021,"Jennings, Remy E.; Lanaj, Klodiana; Koopman, Joel; McNamara, Gerry",Reflecting on one's best possible self as a leader: Implications for professional employees at work,Personnel Psychology,,,10.1111/peps.12447,,"AbstractMost professional employees aspire to leadership, and this suggests that a best possible leader self—a personalized representation of who an employee aspires to be at their best as a leader in the future—is likely a relevant and motivating self‐representation for employees at work. Integrating theory on best possible selves with control theory, we suggest that activating a best possible leader self can have beneficial effects for the way that any employee feels and behaves at work. Specifically, we propose that employees who reflect on their best possible leader self will enact more leader‐congruent behaviors and subsequently perceive themselves as more leaderlike due to the positive affect generated by such reflection. We found support for our theoretical expectations in an experimental experience sampling study that included both current and aspiring leaders. On days when employees reflected on their best possible leader self, they engaged in more helping and visioning via positive affect. Furthermore, employees perceived themselves as more leaderlike after performing these leader‐congruent behaviors, as captured by higher enacted leader identity and clout. We discuss theoretical and practical implications for research on leadership.",2021,4/17/25 8:31,4/17/25 8:31,,69-90,,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBDRKRDN,journalArticle,2019,"Kukenberger, Michael R.; D'Innocenzo, Lauren","The building blocks of shared leadership: The interactive effects of diversity types, team climate, and time",Personnel Psychology,,,10.1111/peps.12318,,"AbstractDespite the wealth of empirical studies and recent meta‐analyses demonstrating the positive performance effects of shared leadership, knowledge regarding antecedents is limited. We draw upon a collective approach to leadership identity construction theory and team diversity in order to understand the member attributes that impact leadership sharing. We suggest that both informational/functional and social categorization diversity types are important dimensions when considering shared leadership antecedents. First, we suggest functional diversity will result in higher levels of shared leadership but will only be realized when teams elicit a cooperative climate. Second, we suggest that gender diversity, a salient social category, will have a negative impact on shared leadership, particularly in a low cooperative climate. We further hypothesize these effects will change over time as the positive effects of functional diversity strengthen and the negative effects of gender differences weaken. We test our hypotheses, including the impact on team performance, in a time‐lagged sample of 267 undergraduate students in 73 teams competing in a complex business simulation and a constructive replication with 142 MBA students in 41 teams. Theoretical and practical implications are discussed.",2019,4/17/25 8:31,4/17/25 8:31,,125-150,,1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G6DJDDS8,journalArticle,2025,"Morgan, Richard H.; Braun, Susanne; Epitropaki, Olga",Pursuing a future leader self: A multi‐study investigation of leader identity and its motivational and behavioural outcomes,Journal of Occupational and Organizational Psychology,,,10.1111/joop.70014,,"AbstractDeveloping as a leader is widely recognized as a challenging endeavour that takes time. However, little research has been done to explain the process through which future representations of oneself as a leader relate to current leader identity and how future and current leader selves motivate action. Integrating possible selves theory with identity‐based motivation theory and across three independent studies, we test a serial‐mediation model in which a salient future leader self sequentially relates to leader identity, affective motivation to lead, and proactive leadership behaviour. Our Pilot Study (N = 186) was conducted at two time points over a year apart with employees from a manufacturing company. Study 1 (N = 265) included repeated measurement at three time points, each a month apart, with employees from different industries. Study 2 (N = 301) included repeated measurement at four time points, each 2 weeks apart, with employees from different industries. Cross‐lagged analyses provided support for our hypothesized process model and allowed us to examine reciprocal relationships. The theoretical implications for leadership and leader identity theory are discussed along with the practical implications for prospective leaders and their development in organizations.",2025,4/17/25 8:31,4/17/25 8:31,,,,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JI2EYD4,journalArticle,2023,"Rodgers, Matthew S.; Kim, Tae‐Yeol; Chen, Tingting; David, Emily",Effects of Leader Group Prototypicality on Leadership Outcomes through Leader Identity Threat: The Moderating Effects of Leader Perceptions of Organizational Support,Journal of Management Studies,,,10.1111/joms.12927,,"AbstractWe theorized and tested how both team‐assessed leader group prototypicality (i.e., followers' collective perceptions of the extent to which a leader is viewed as being representative of the group prototype) and leader‐team congruence on this factor relate to leader identity threat. We also proposed that leader identity threat, subsequently, negatively affects both leadership effectiveness and team performance, and that leader perceptions of organizational support mitigate the relationships. Using a multi‐source and time‐lagged survey design to collect data at the leader (team) level from 402 group members and their 90 group leaders, the results generally support our research hypotheses. For example, both team‐assessed leader group prototypicality and leader‐team congruence on leader group prototypicality negatively relate to leader identity threat. In addition, the effects of leader identity threat on leadership effectiveness and team performance were weaker when leader perceptions of organizational support were higher rather than lower.",2023,4/17/25 8:31,4/17/25 8:31,,1427-1456,,4,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EJU7I79T,journalArticle,2021,"Sanzari, Christina M.; Dennis, Alexandra; Moss‐Racusin, Corinne A.",Should I stay or should I go?: Penalties for briefly de‐prioritizing work or childcare,Journal of Applied Social Psychology,,,10.1111/jasp.12738,,"AbstractWe examined penalties against individuals who temporarily de‐prioritize their employee or parenting role. Experiment 1 (N = 488) utilized vignettes depicting a mother/father who briefly left their child with a babysitter to engage in work/self‐care/did not leave (control). Both mothers and fathers were viewed as less parentally competent, likeable, dedicated to their family (and putting their child at greater risk) when they very briefly de‐prioritized their caregiving role by leaving their child for either reason, relative to controls. Experiment 2 (N = 494) utilized vignettes depicting a female/male employee who briefly left work to engage in childcare/self‐care/did not leave (control). Both male and female employees were rated as less professionally competent, likeable, dedicated to their work and deserving of organizational rewards (and more deserving of organizational penalties, and putting their organization at greater risk) when they very briefly de‐prioritized their employee role by leaving work for either reason, compared to controls. However, employees who left for self‐care were viewed more negatively than those who left to engage in childcare. Unexpectedly, results did not reveal target gender differences; they were also largely unaffected by participant gender. This suggests that parents and employees face penalties when they must de‐prioritize either of these important roles for even very short periods. Implications for well‐being, work‐life balance, and productivity are discussed.",2021,4/17/25 8:31,4/17/25 8:31,,334-349,,4,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73GRJK99,journalArticle,2011,"van Vugt, Mark","The missing link: Leadership, identity, and the social brain",British Journal of Psychology,,,10.1111/j.2044-8295.2011.02082.x,,"How the cohesion of a social network is being maintained in spite of having different layers of social interaction is an important question. I argue that the evolution of both (political) hierarchy and social identity play a crucial role in scaling up and bonding social networks. Together they are missing links in the social brain hypothesis, and further research is needed to understand the functions of leadership and social identity.",2011,4/17/25 8:31,4/17/25 8:31,,177-179,,2,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NP47R6MY,journalArticle,2012,"Brumback, Gary B.","The New Psychology of Leadership: Identity, Influence and Power by S. Alexander Haslam, Stephen D. Reicher, and Michael J. Platow",Personnel Psychology,,,10.1111/j.1744-6570.2012.01249_1.x,,,2012,4/17/25 8:31,4/17/25 8:31,,429-431,,2,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IUFCBQNG,journalArticle,2023,"Jurstakova, Klara; Ntontis, Evangelos; Reicher, Stephen",Impresarios of identity: How the leaders of Czechoslovakia's ‘Candlelight Demonstration’ enabled effective collective action in a context of repression,British Journal of Social Psychology,,,10.1111/bjso.12671,,"AbstractThis paper presents an analysis of identity leadership (Haslam et al., The new psychology of leadership: Identity, influence and power, Routledge, 2020) in the 1988 ‘Candlelight Demonstration’ in Bratislava which was a precursor to the 1989 Velvet Revolution. The analysis is based on interviews with the five remaining leaders of the demonstration and addresses three core issues. First, how leaders use performative means (identity impresarioship) as well as limited rhetorical means (identity entrepreneurship) to assemble protestors and create a sense of shared identity amongst them. Second, how these strategies of mobilization are linked to the highly repressive context in which the demonstration took place. Third, we analyse the extent to which these strategies are rooted in a psychological understanding of the processes of mobilization. We conclude by addressing the implications for our general understanding of leadership and the mobilization of collective action and the need for more research into these processes under conditions of repression.",2023,4/17/25 8:31,4/17/25 8:31,,153-169,,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6GWSMR5,journalArticle,2022,"Rehbock, Stephanie K.; Hubner, Sylvia V.; Knipfer, Kristin; Peus, Claudia V.",What kind of leader am I? An exploration of professionals' leader identity construal,Applied Psychology,,,10.1111/apps.12389,,"AbstractAlthough the leadership literature has emphasized the importance of leader identity for leader behaviors and leader effectiveness, little is known about whether and how professionals, who are experts in their field and hold a formal leader role, construe a leader identity. To expand our understanding of leader identity construal, we explored how professors in German research universities interpreted their formal leader role and whether and how they saw themselves as leaders. Based on findings from an inductive interview study, we contribute to the literature in three ways: First, our findings imply that patterns of professional identity and leader identity dimensions likely predict when a leader role is rejected, accommodated, incorporated, or emphasized. Second, we explain why professionals with a formal leader role see themselves primarily as specialists, mentors, managers, or shapers. Third, we extend previous notions of the leader identity concept by elaborating on its dimensions. Our findings have practical implications on an individual and organizational level, and may help design more effective leadership development programs.",2022,4/17/25 8:31,4/17/25 8:31,,559-587,,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2XCN2LSR,journalArticle,2020,"Hirschfeld, Robert R.; Bernerth, Jeremy B.; Walker, H. Jack","Explaining Leader Well‐Being in the Workplace from Leaders’ Identity, Reputation, and Charisma",Applied Psychology,,,10.1111/apps.12276,,"Informed by evolutionary leadership theory, the current study investigates two forms of leader well‐being in the workplace as explained by leaders’ self‐perceived identity (i.e., self‐ratings of dark personality), follower‐judged reputation (i.e., subordinate‐ratings of leaders' dark personality), and attributed charisma. Results, based on data from 386 followers matched with 268 leaders, linked both a Dark Triad identity and a Dark Triad reputation to less perceived social worth and job satisfaction among leaders. Additional results found leader charisma surpassed a Dark Triad identity and reputation as an explanatory factor, a finding we attribute to the salience and observability of charisma to followers. Lastly, our results also indicate a leader identity × charisma interaction. The pattern of moderation suggests followers respond to leader charisma in ways that encourage a leader and thereby buffer the otherwise inimical consequences of a Dark Triad identity. Overall, our research suggests that leaders’ subjective quality of work life is shaped by an interplay between internal propensity and acclaim from followers in the form of attributed charisma. Implications for organizations and evolutionary leadership theory are discussed.",2020,4/17/25 8:31,4/17/25 8:31,,1295-1322,,3,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3M72DZU,journalArticle,2023,"Mumtaz, Sana",Understanding the positive and negative outcomes of developmental challenges on the social psychology of female executives in top management teams,Asian Journal of Social Psychology,,,10.1111/ajsp.12575,,"AbstractDrawing on social identity theory, this conceptual article proposes how working in a male‐dominated top management team (TMT) leads to changes in the social psychology of female executives over time. Further, it simultaneously incorporates the role of various factors to develop a comprehensive understanding of positive as well as negative change experiences of female executives. Based on thorough review and integration of the relevant literature from the domains of organizational behaviour, gender management, and psychology, key themes have been extracted and a conceptual model has been proposed. It is suggested that female executives are likely to face epistemological shock after becoming a part of male‐dominated TMTs; however, proactive interactions and development of their cultural toolkit is expected to polish leadership capabilities and improve leader identity in them. Conversely, challenges in developing their cultural toolkit may lead to experiences of emotional exhaustion and the eventual psychological detachment of female executives from their teams and work environment. Unlike the focus of existing literature on general social and cultural challenges faced by female workers, this research offers a unique theoretical direction regarding the essence of extensive psychological changes and their long‐term prospects for females in male‐dominated TMTs. Finally, it also offers practical implications for highlighting various ways to encourage proactivity and social support for creating diversity and inclusion‐based leadership in organizations.",2023,4/17/25 8:31,4/17/25 8:31,,536-546,,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4IARIMP7,journalArticle,2021,"Kakarika, Maria; Lianidou, Theano; Qu, Yuanmei (Elly); Bligh, Michelle C.",Organizational Behaviour in the COVID‐19 Context: Effects of Supervisor‐Directed Deviance on Retaliation against Subordinates,British Journal of Management,,,10.1111/1467-8551.12579,,"AbstractPrevious research mostly examines supervisor‐directed deviance as a subordinate's reaction to the supervisor's abusive behaviour while ignoring the perspective of supervisors as potential victims of deviant behaviour. Additionally, COVID‐19 has deeply affected organizational climate and workplace behaviour. Therefore, drawing on the affective events theory, we examined the COVID‐19 pandemic as a context shaping the effects of supervisor‐directed deviance on retaliation against subordinates in the United States. We conducted two quasi‐experiments with pre‐ and post‐COVID‐19 (Study 1, n = 97) and Wave 1–Wave 3 pandemic study designs (Study 2, n = 94), respectively, and found that supervisor‐directed deviance triggered felt leader identity threat, consequently leading to retaliation against subordinates; this indirect effect strengthened as the pandemic progressed. We replicated these findings using a field study during the third wave of the pandemic (Study 3, n = 190), which established external validity by expanding the types of deviant and retaliatory behaviours examined. The results further showed that low COVID‐19‐induced empathic concern strengthened the effect of felt leader identity threat on retaliatory responses. Overall, our paper contributes to the literatures on retaliation and supervisor‐directed deviance and opens avenues for research on the pandemic's impact on organizational behaviour.",2021,4/17/25 8:31,4/17/25 8:31,,435-454,,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWRNVRGB,journalArticle,2024,"Shahmehr, Fatemeh S.; Khaksar, Seyed Mohammad Sadegh; Miah, Shah J.; Mokhtari Moughari, Mahdieh; Daim, Tugrul",Reconciling Technophilia and Technophobia Using Intrarole Identity Tensions: A Paradox Theory Perspective,IEEE Transactions on Engineering Management,,,10.1109/tem.2024.3454547,,,2024,4/17/25 8:31,4/17/25 8:31,,14500-14511,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLXJX853,journalArticle,2018,"Kragt, Darja; Guenter, Hannes",Why and when leadership training predicts effectiveness,Leadership &amp; Organization Development Journal,,,10.1108/lodj-11-2016-0298,,"PurposeThe purpose of this paper is to build and test an integrative model of leader identity as an important mechanism explaining why reactions to leadership training associate with leader effectiveness. It is proposed that this mediation relationship is conditional on leadership experience (i.e. time in a formal managerial role), such that it will be weaker for more experienced leaders because they already possess complex leadership-related knowledge and skills.Design/methodology/approachHypotheses were tested using a sample of German managers (n=196) in formal leadership positions (i.e. with direct subordinates) across a range of industries. Data were collected using online questionnaires. The proposed first-stage mediation model was tested using the structural equation approach.FindingsLeader identity was found to mediate the relationship between reactions to leadership training and leader effectiveness. This mediation was conditional upon leadership experience, such that the indirect effect only held for less, but not for more, experienced leaders.Research limitations/implicationsThe findings should be interpreted with caution because all data are self-report and cross-sectional.Practical implicationsLeadership training for senior leaders should qualitatively differ (in terms of content and length) from that for novice leaders.Originality/valueLeadership training can substantially improve managers’ ability to lead effectively. The present study is the first to establish leader identity as a motivational mechanism that explains this relationship. This is also the first study to test for the role of leadership experience in leader development.",2018,4/17/25 8:31,4/17/25 8:31,,406-418,,3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMAZ8BJR,journalArticle,2015,"Zheng, Wei; Muir, Douglas",Embracing leadership: a multi-faceted model of leader identity development,Leadership &amp; Organization Development Journal,,,10.1108/lodj-10-2013-0138,,"Purpose                 – Leadership development has been replete with a skill-based focus. However, learning and development can be constrained by the deeper level, hidden self-knowledge that influences how people process information and construct meaning. The purpose of this paper is to answer the question of how people construct and develop their leader identity. The authors intend to shed light on the critical facets of identity changes that occur as individuals grapple with existing understanding of the self and of leadership, transform them, and absorb new personalized notions of leadership into their identity, resulting in a higher level of confidence acting in the leadership domain.                                           Design/methodology/approach                 – The authors conducted a grounded theory study of participants and their mentors in a lay leadership development program in a Catholic diocese. The authors inductively drew a conceptual model describing how leader identity evolves.                                           Findings                 – The findings suggested that leader identity development was not a uni-dimensional event. Rather, it was a multi-faceted process that encompassed three key facets of identity development: expanding boundaries, recognizing interdependences, and discerning purpose. Further, it is the co-evolvement of these three facets and people’s broadening understanding of leadership that led to a more salient leader identity.                                           Research limitations/implications                 – The model addresses the gap in literature on how leader identity develops specifically. It enriches and expands existing knowledge on leader identity development by answering the question of what specific changes are entailed when an individual constructs his or her identity as a leader.                                           Practical implications                 – The findings could be used to guide leadership development professionals to build targeted learning activities around key components of leader identity development, diagnose where people are in their leadership journey, set personalized goals with them, and provide pointed feedback to learners in the process of developing their leader identity.                                           Originality/value                 – The authors provide an in-depth and integrative account of the contents and mechanisms involved in the construction of the leader identity. The authors zero in on the critical transformations entailed in the process to establish and develop a leader identity.",2015,4/17/25 8:31,4/17/25 8:31,,630-656,,6,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDCCWKV5,journalArticle,2024,"Ryan, Nuala F.; Hammond, Michelle; MacCurtain, Sarah",A qualitative study unpacking the leader identity development process taking a multi-domain approach,Leadership &amp; Organization Development Journal,,,10.1108/lodj-07-2022-0327,,"PurposeThe purpose of the study is an in-depth exploration of the processes through which a leader develops their leader identity in strength, meaning and integration, with resulting enrichment outcomes.Design/methodology/approachUsing multi-domain leader identity theory, this study provides an in-depth exploration of the processes through which a leader develops their leader identity. Set in a healthcare context, 26 participants took part in an 18-month multi-domain leadership development program.FindingsFindings indicate a typology of leader identities, capturing the dynamic nature of leader identity based on combinations of strength and meaning. Our research also suggests that as the leader develops, their leader identity can change from a differentiated identity as a leader to a more integrated leader identity, with resulting enrichment outcomes.Research limitations/implicationsThe results suggested value in inherently multi-domain focus using event-based reflection and, as such, are useful in leader identity development programs. We recommend future research generalize to other settings and a larger population.Practical implicationsBy taking a multi-domain approach to leader identity development, the leader has the opportunity to learn and develop in a more holistic way. They are encouraged to reflect on and learn from leadership experiences throughout their entire lives, adding breadth and depth that are often overlooked in development programs.Social implicationsDeveloping leaders who understand who they are and are capable of critical self-reflection and learning is a fundamental requirement for the positive advancement of society.Originality/valueThe value of the study lies in the first longitudinal, work-based empirical study taking an explicitly multi-domain approach to leader identity development.",2024,4/17/25 8:31,4/17/25 8:31,,602-618,,4,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSA8VTI8,journalArticle,2022,"Coyle, Patrick Terrence; Foti, Roseanne",Do leaders and followers see eye to eye? Exploring patterns of congruent expectations and self-views in leader-follower relationships,Leadership &amp; Organization Development Journal,,,10.1108/lodj-06-2021-0274,,"PurposeThe authors examine mutually exclusive sub-groups of congruent expectations for leader and follower roles relate to sub-groups of self-other endorsement, and how these patterns predict relationship quality.Design/methodology/approachThe authors examine patterns of congruent implicit theories relate to patterns of self-other endorsement, at the dyadic level, using latent class analysis in 193 working-adult dyads. The authors then examine how these patterns predict leader and follower assessments of relationship quality using general linear models (GLM).FindingsThe authors supported 4 classes of dyads with specific patterns of congruent (or incongruent) ILT's and IFT's: Role congruent, exchange congruent, committed leader congruent, and role incongruent dyads. Class membership predicted leader-assessed leader-member exchange (LMX) and perceived support. The authors then supported 3 classes of self-other endorsement: dyads with mutual endorsement, leader identity endorsement, and no endorsement. Class membership predicted follower-assessed LMX, perceived support, and perceived contribution from leaders. Class membership corresponded meaningfully.Originality/valueThe authors empirically examine the extent to which relationship behavior can be understood: (1) by similar implicit theories, or (2) through identification with a leader or follower role. Moreover, the authors uncover unique combinations of congruence, and address a key challenge posed by traditional variable-oriented strategies typically used in LMX research.",2022,4/17/25 8:31,4/17/25 8:31,,874-889,,6,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F862G3M2,journalArticle,2020,"Ayoobzadeh, Mostafa; Boies, Kathleen",From mentors to leaders: leader development outcomes for mentors,Journal of Managerial Psychology,,,10.1108/jmp-10-2019-0591,,"PurposeThe present study examines leader development as one of the potential outcomes for mentors and investigates whether the provision of mentoring contributes to developing mentors' leader identity and leader self-efficacy.Design/methodology/approachRelying on a quasi-experimental design, data were collected at four points in time over eight months from a mentor (n = 46) and an equivalent nonmentor group (n = 25). Participants in the mentor group were volunteer mentors from a doctoral mentoring program that was implemented at a large Canadian university.FindingsParticipants in the mentor group experienced a more positive change in leader identity and leader self-efficacy, compared to the participants in the nonmentor group. Further analysis of the participants in the mentor group suggests that the extent to which mentors provide career and psychosocial support explains the growth rate in the development outcomes.Practical implicationsBy documenting benefits of mentoring for mentors, program administrators may be able to recruit mentors who are more engaged in the process. In addition, they can encourage their members to volunteer as mentors to gain leader development outcomes.Originality/valueThis longitudinal study connects the areas of mentoring and leadership development. While the majority of mentoring studies focus exclusively on mentoring outcomes for protégés, the present study shows that mentoring can benefit mentors as well.",2020,4/17/25 8:31,4/17/25 8:31,,497-511,,6,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
